task,cluster_unit,split_regime,seed,metric,point_estimate,bootstrap_mean,bootstrap_sd,q025,q500,q975,n_records,n_clusters,bootstrap_reps,finite_bootstrap_reps
T1_pdc50_reg,inchikey,poi,20260815,rmse,1.0947629400906331,1.0946602541460002,0.02557605870248685,1.0449235806183343,1.0947417849313437,1.1452186096095147,2132,1509,1000,1000
T1_pdc50_reg,inchikey,poi,20260815,r2,-0.36217008248355964,-0.3628939747148937,0.03380475161456032,-0.4311925035000611,-0.363017140892004,-0.2986375669958971,2132,1509,1000,1000
T1_pdc50_reg,inchikey,poi,20260815,spearman,0.10114821302418257,0.10169704039259173,0.022963816576955356,0.05892745734530325,0.10152591090784986,0.1480086489244205,2132,1509,1000,1000
T1_pdc50_reg,inchikey,poi,20260816,mae,0.8604965884867545,0.8609483116785377,0.01905997662591588,0.825620146083181,0.859649932561121,0.8986071247840483,2132,1509,1000,1000
T1_pdc50_reg,inchikey,poi,20260816,rmse,1.1795160150523387,1.1798727398071902,0.02925774758110781,1.1265520101866964,1.178463552738463,1.2369646081244299,2132,1509,1000,1000
T1_pdc50_reg,inchikey,poi,20260816,r2,-0.5812438412473044,-0.5817493907270457,0.046256669083085795,-0.6749282684815852,-0.5805900712873365,-0.4944332898239507,2132,1509,1000,1000
T1_pdc50_reg,inchikey,poi,20260816,spearman,0.0034596737846484577,0.0028638492821978162,0.023595563786376256,-0.04369335156944211,0.002909619749829927,0.04800648698059023,2132,1509,1000,1000
T1_pdc50_reg,inchikey,poi,20260817,mae,0.8253892552726256,0.8249095486886392,0.018884941333560095,0.789218798180319,0.8255974529216089,0.861805671413533,2132,1509,1000,1000
T1_pdc50_reg,inchikey,poi,20260817,rmse,1.1312499924406447,1.13016350711377,0.028042070673772623,1.0786992014053776,1.1299805990419163,1.185737012972479,2132,1509,1000,1000
T1_pdc50_reg,inchikey,poi,20260817,r2,-0.4544819689065924,-0.455844784950905,0.041022981654807396,-0.5363124721187039,-0.45685952560692666,-0.37587935396124317,2132,1509,1000,1000
T1_pdc50_reg,inchikey,poi,20260817,spearman,0.06470501125163347,0.06550352551320256,0.02484035406685926,0.01470313955458827,0.0653189469844339,0.11585385510847934,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260815,mae,0.85911245625709,0.8600734689686024,0.019672877023509953,0.8238531803819104,0.8593392335277577,0.900124277795646,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260815,rmse,1.1753256086875408,1.1762284819118334,0.028594924464104495,1.1236283483157528,1.1751809338448385,1.232787876079027,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260815,r2,-0.5700285899920225,-0.5718567646107056,0.0453344064207486,-0.6671277076541099,-0.5725288400388228,-0.48593968048355957,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260815,spearman,-0.0002375124751637751,-0.0006597369417268144,0.02427510072865355,-0.048941547605224234,-0.0010486623466651028,0.045107460915790154,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260816,mae,0.8198500918867414,0.8200680367498957,0.019360707267673503,0.7835285982046191,0.8201364790270691,0.8594107857840416,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260816,rmse,1.1229829848736914,1.1231667257801905,0.027797215805969253,1.0720135024346245,1.1226298881729568,1.1781335803188762,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260816,r2,-0.4333013670296879,-0.43542861719874815,0.044756164226979624,-0.5259619649653824,-0.43555144717851024,-0.35155741014247505,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260816,spearman,0.1722052256101197,0.17194784675741162,0.025046605501082835,0.12057968597510672,0.17251373410133644,0.21954665322021813,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260817,mae,0.8416814733148593,0.8412333434101575,0.01884014734482206,0.8053122621358859,0.8409457177421796,0.8788429281852317,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260817,rmse,1.1503674055456905,1.1493768783779066,0.0272142220817762,1.0983662815211992,1.1508208683488137,1.2048292650030696,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260817,r2,-0.5040570128388238,-0.5032625674448665,0.04411715456429592,-0.5905220617742418,-0.502587864222978,-0.4184733765914692,2132,1509,1000,1000
T1_pdc50_reg,inchikey,pub,20260817,spearman,0.02300105888046502,0.024093185371668463,0.024833754490926525,-0.025139058333992957,0.023705424421790886,0.07107439656421997,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260815,mae,0.768994612896454,0.7686352256193753,0.017660250455552008,0.7343639826412431,0.7683204693644912,0.8032211551733015,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260815,rmse,1.0907678555916929,1.0898025169035395,0.028408468651604298,1.0345232125478376,1.0892343350362323,1.145410611730844,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260815,r2,-0.3522463725193057,-0.3526864173592946,0.04080503435367591,-0.4345345614136515,-0.353000231719954,-0.2734564223156455,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260815,spearman,0.16039411297243766,0.1602773620154335,0.02492119120945266,0.11505805252817196,0.1598024171795548,0.213571394449367,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260816,mae,0.7883342274800355,0.7882990711723926,0.01851323755814316,0.7536237601385467,0.7879248726948982,0.825014849960764,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260816,rmse,1.1094125601932163,1.109270233957855,0.027687428656177657,1.0545280815325928,1.1095946414515916,1.1616782555581187,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260816,r2,-0.3988698823998631,-0.40076241418392045,0.043653678499951734,-0.49160998632953945,-0.39965950050417365,-0.31935738217904597,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260816,spearman,0.11321916538922276,0.11292787289911885,0.025117015741672646,0.06227277580540393,0.11289544391009904,0.16157744228458468,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260817,mae,0.8124644874877782,0.8120164381022692,0.017993787644600728,0.778992094304269,0.8115016634225217,0.8503250334813485,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260817,rmse,1.1274970686035721,1.126756977916538,0.02710619726087907,1.0726851381759848,1.1265070580766419,1.1816303291751846,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260817,r2,-0.4448474836967147,-0.4450678587602141,0.04051332694692833,-0.5229030421119075,-0.4414120208999396,-0.36450313227627673,2132,1509,1000,1000
T1_pdc50_reg,inchikey,random,20260817,spearman,0.09198112794990787,0.09283005283182875,0.025163182066208736,0.04601808078117194,0.09289455359463203,0.1401263914035592,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260815,mae,0.8384052744003585,0.8381745113410349,0.018414875588417704,0.8027190208629014,0.8383331529016653,0.8754427310240922,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260815,rmse,1.1621994887493317,1.1612648833947896,0.029549066609791452,1.1055665969628032,1.1611059386598617,1.2172309798658094,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260815,r2,-0.5351560313055368,-0.5389492911420305,0.04808267109699102,-0.631061224688351,-0.5389159480662697,-0.44828963895917473,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260815,spearman,0.03651409660469919,0.03589962799595057,0.025166909602998045,-0.014896401076814402,0.03579035801177667,0.08728844275997184,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260816,mae,0.7796217540822908,0.7802230440300483,0.017864630488848454,0.7440461976817382,0.7799627940356639,0.8144429551153277,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260816,rmse,1.0897473053828617,1.0900179058793196,0.0274582056449689,1.0350567329202145,1.0895902084011486,1.1427997436965749,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260816,r2,-0.3497171639206387,-0.3518463864237336,0.03880888100749427,-0.43111886380972747,-0.3521965301418206,-0.27386931778552787,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260816,spearman,0.18280940659506753,0.18235941998010827,0.024106339340215898,0.13675206481662477,0.18213934550100633,0.22979269776347722,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260817,mae,0.7597010412529365,0.759014635945688,0.01663333610495489,0.7268333234211387,0.758661407299583,0.7923140344224923,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260817,rmse,1.0421198630070123,1.0408302283072992,0.02436433893537875,0.991970884998931,1.0410380436065285,1.0881058612032983,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260817,r2,-0.2343164316408497,-0.23306711317808704,0.032987264456043906,-0.2976608726287823,-0.2326904037247921,-0.1676049950272412,2132,1509,1000,1000
T1_pdc50_reg,inchikey,scaffold,20260817,spearman,0.17971137531816855,0.1801085960112535,0.023179317555736278,0.1354077142450949,0.1795824196873066,0.22362307510293497,2132,1509,1000,1000
T2_dmax_reg,inchikey,poi,20260815,mae,22.539365870694983,22.566590290266927,0.5571630889728911,21.47012546597142,22.568652039083844,23.67990461728141,2036,1096,1000,1000
T2_dmax_reg,inchikey,poi,20260815,rmse,30.40912316377545,30.429337022082045,0.6922372878794181,29.06093470607576,30.440709340601643,31.77327916979005,2036,1096,1000,1000
T2_dmax_reg,inchikey,poi,20260815,r2,-0.12511664668288836,-0.126042501499113,0.024120490159365494,-0.1743841389658006,-0.12398455293967725,-0.07799132264358347,2036,1096,1000,1000
T2_dmax_reg,inchikey,poi,20260815,spearman,0.1260199976487517,0.12631346165623808,0.029593615610313723,0.0670364050166454,0.12723160317472593,0.1840378180685307,2036,1096,1000,1000
T2_dmax_reg,inchikey,poi,20260816,mae,25.588914562480156,25.639060050854013,1.7192293771734044,22.83472707279554,25.542330337443786,29.511369356776893,2036,1096,1000,1000
